team_id,no,pos,player,age_yrs,caps,goals,club,country,group,WorldCup
31,4,MF,Manuel Fernandes,32,14,3,Lokomotiv Moscow,Portugal,B,Men
31,2,DF,Bruno Alves,36,96,11,Rangers,Portugal,B,Men
31,7,FW,Cristiano Ronaldo (captain),33,150,81,Real Madrid,Portugal,B,Men
31,17,FW,Goncalo Guedes,21,10,3,Valencia,Portugal,B,Men
31,3,DF,Pepe,35,95,5,Besiktas,Portugal,B,Men
31,20,FW,Ricardo Quaresma,34,77,9,Besiktas,Portugal,B,Men
31,22,GK,Beto,36,14,0,Goztepe,Portugal,B,Men
32,22,GK,Frederik Ronnow,25,6,0,Brondby,Denmark,C,Men
32,7,MF,William Kvist,33,80,2,Copenhagen,Denmark,C,Men
32,15,FW,Viktor Fischer,24,19,3,Copenhagen,Denmark,C,Men
32,14,DF,Henrik Dalsgaard,28,11,0,Brentford,Denmark,C,Men
32,6,DF,Andreas Christensen,22,16,1,Chelsea,Denmark,C,Men
32,13,DF,Mathias Jorgensen,28,12,0,Huddersfield Town,Denmark,C,Men
32,16,GK,Jonas Lossl,29,1,0,Huddersfield Town,Denmark,C,Men
32,5,DF,Jonas Knudsen,25,3,0,Ipswich Town,Denmark,C,Men
32,1,GK,Kasper Schmeichel,31,35,0,Leicester City,Denmark,C,Men
32,10,MF,Christian Eriksen,26,78,22,Tottenham Hotspur,Denmark,C,Men
32,11,FW,Martin Braithwaite,27,20,1,Bordeaux,Denmark,C,Men
32,18,MF,Lukas Lerager,24,4,0,Bordeaux,Denmark,C,Men
32,3,DF,Jannik Vestergaard,25,16,1,Borussia Monchengladbach,Denmark,C,Men
32,20,FW,Yussuf Poulsen,23,28,4,RB Leipzig,Denmark,C,Men
32,8,MF,Thomas Delaney,26,27,4,Werder Bremen,Denmark,C,Men
32,21,FW,Andreas Cornelius,25,18,4,Atalanta,Denmark,C,Men
32,17,DF,Jens Stryger Larsen,27,13,1,Udinese,Denmark,C,Men
32,12,FW,Kasper Dolberg,20,6,1,Ajax,Denmark,C,Men
32,19,MF,Lasse Schone,32,36,3,Ajax,Denmark,C,Men
32,9,FW,Nicolai Jorgensen,27,31,8,Feyenoord,Denmark,C,Men
32,23,FW,Pione Sisto,23,14,1,Celta Vigo,Denmark,C,Men
32,2,MF,Michael Krohn-Dehli,35,59,6,Deportivo La Coruna,Denmark,C,Men
32,4,DF,Simon Kjaer (captain),29,78,3,Sevilla,Denmark,C,Men
33,6,DF,Miguel Trauco,25,27,0,Flamengo,Peru,C,Men
33,9,FW,Paolo Guerrero (captain),34,88,34,Flamengo,Peru,C,Men
33,8,MF,Christian Cueva,26,46,8,Sao Paulo,Peru,C,Men
33,2,DF,Alberto Rodriguez,34,74,0,Atletico Junior,Peru,C,Men
33,20,FW,Edison Flores,24,30,9,AaB,Peru,C,Men
33,18,FW,Andre Carrillo,27,46,5,Watford,Peru,C,Men
33,17,DF,Luis Advincula,28,67,0,Lobos BUAP,Peru,C,Men
33,23,MF,Pedro Aquino,23,14,0,Lobos BUAP,Peru,C,Men
33,11,FW,Raul Ruidiaz,27,30,4,Morelia,Peru,C,Men
33,4,DF,Anderson Santamaria,26,4,0,Puebla,Peru,C,Men
33,1,GK,Pedro Gallese,28,38,0,Veracruz,Peru,C,Men
33,15,DF,Christian Ramos,29,68,3,Veracruz,Peru,C,Men
33,16,MF,Wilder Cartagena,23,3,0,Veracruz,Peru,C,Men
33,13,MF,Renato Tapia,22,33,3,Feyenoord,Peru,C,Men
33,5,DF,Miguel Araujo,23,8,0,Alianza Lima,Peru,C,Men
33,12,GK,Carlos Caceda,26,6,0,Deportivo Municipal,Peru,C,Men
33,22,DF,Nilson Loyola,23,3,0,Melgar,Peru,C,Men
33,3,DF,Aldo Corzo,29,26,0,Universitario,Peru,C,Men
33,21,GK,Jose Carvallo,32,6,0,UTC,Peru,C,Men
33,7,MF,Paolo Hurtado,27,33,3,Vitoria de Guimaraes,Peru,C,Men
33,10,FW,Jefferson Farfan,33,84,25,Lokomotiv Moscow,Peru,C,Men
33,19,MF,Yoshimar Yotun,28,74,2,Orlando City,Peru,C,Men
33,14,MF,Andy Polo,23,17,1,Portland Timbers,Peru,C,Men
34,15,DF,Duje Caleta-Car,21,1,0,Red Bull Salzburg,Croatia,D,Men
34,12,GK,Lovre Kalinic,28,11,0,Gent,Croatia,D,Men
34,1,GK,Dominik Livakovic,23,1,0,Dinamo Zagreb,Croatia,D,Men
34,14,MF,Filip Bradaric,26,4,0,Rijeka,Croatia,D,Men
34,6,DF,Dejan Lovren,28,39,2,Liverpool,Croatia,D,Men
34,23,GK,Danijel Subasic,33,38,0,Monaco,Croatia,D,Men
34,9,FW,Andrej Kramaric,26,31,9,1899 Hoffenheim,Croatia,D,Men
34,13,DF,Tin Jedvaj,22,12,0,Bayer Leverkusen,Croatia,D,Men
34,18,FW,Ante Rebic,24,16,1,Eintracht Frankfurt,Croatia,D,Men
34,20,FW,Marko Pjaca,23,16,1,Schalke 04,Croatia,D,Men
34,19,MF,Milan Badelj,29,38,1,Fiorentina,Croatia,D,Men
34,4,FW,Ivan Perisic,29,66,18,Inter Milan,Croatia,D,Men
34,11,MF,Marcelo Brozovic,25,35,6,Inter Milan,Croatia,D,Men
34,17,FW,Mario Mandzukic,32,83,30,Juventus,Croatia,D,Men
34,16,FW,Nikola Kalinic,30,42,15,Milan,Croatia,D,Men
34,3,DF,Ivan Strinic,30,43,0,Sampdoria,Croatia,D,Men
34,5,DF,Vedran Corluka,32,99,4,Lokomotiv Moscow,Croatia,D,Men
34,2,DF,Sime Vrsaljko,26,35,0,Atletico Madrid,Croatia,D,Men
34,7,MF,Ivan Rakitic,30,92,14,Barcelona,Croatia,D,Men
34,8,MF,Mateo Kovacic,24,41,1,Real Madrid,Croatia,D,Men
34,10,MF,Luka Modric (captain),32,106,12,Real Madrid,Croatia,D,Men
34,21,DF,Domagoj Vida,29,59,2,Besiktas,Croatia,D,Men
34,22,DF,Josip Pivaric,29,19,0,Dynamo Kyiv,Croatia,D,Men
35,23,DF,Ari Freyr Skulason,31,56,0,Lokeren,Iceland,D,Men
35,15,DF,Holmar Orn Eyjolfsson,27,10,1,Levski Sofia,Iceland,D,Men
35,13,GK,Runar Alex Runarsson,23,3,0,Nordsjaelland,Iceland,D,Men
35,1,GK,Hannes Thor Halldorsson,34,49,0,Randers,Iceland,D,Men
35,12,GK,Frederik Schram,23,4,0,Roskilde,Iceland,D,Men
35,8,MF,Birkir Bjarnason,30,67,9,Aston Villa,Iceland,D,Men
35,18,DF,Horour Bjorgvin Magnusson,25,16,2,Bristol City,Iceland,D,Men
35,7,MF,Johann Berg Guomundsson,27,67,7,Burnley,Iceland,D,Men
35,10,MF,Gylfi Sigurosson,28,57,19,Everton,Iceland,D,Men
35,22,FW,Jon Daoi Boovarsson,26,38,2,Reading,Iceland,D,Men
35,11,FW,Alfreo Finnbogason,29,47,13,FC Augsburg,Iceland,D,Men
35,19,MF,Rurik Gislason,30,47,3,SV Sandhausen,Iceland,D,Men
35,2,DF,Birkir Mar Saevarsson,33,79,1,Valur,Iceland,D,Men
35,20,MF,Emil Hallfreosson,33,64,1,Udinese,Iceland,D,Men
35,4,MF,Albert Guomundsson,20,5,3,PSV,Iceland,D,Men
35,3,MF,Samuel Friojonsson,22,4,0,Valerenga,Iceland,D,Men
35,5,DF,Sverrir Ingi Ingason,24,20,3,Rostov,Iceland,D,Men
35,6,DF,Ragnar Sigurosson,31,77,3,Rostov,Iceland,D,Men
35,9,FW,Bjorn Bergmann Siguroarson,27,12,1,Rostov,Iceland,D,Men
35,14,DF,Kari Arnason,35,67,5,Aberdeen,Iceland,D,Men
35,21,MF,Arnor Ingvi Traustason,25,19,5,Malmo FF,Iceland,D,Men
35,16,MF,Olafur Ingi Skulason,35,36,1,Kardemir Karabukspor,Iceland,D,Men
35,17,MF,Aron Gunnarsson (captain),29,77,2,Cardiff City,Iceland,D,Men
36,19,DF,Kendall Waston,30,26,3,Vancouver Whitecaps FC,Costa Rica,E,Men
36,2,DF,Jhonny Acosta,34,69,2,Aguilas Doradas,Costa Rica,E,Men
36,18,GK,Patrick Pemberton,36,39,0,Alajuelense,Costa Rica,E,Men
36,22,DF,Kenner Gutierrez,29,9,0,Alajuelense,Costa Rica,E,Men
36,14,MF,Randall Azofeifa,33,58,3,Herediano,Costa Rica,E,Men
36,23,GK,Leonel Moreira,28,9,0,Herediano,Costa Rica,E,Men
36,7,MF,Christian Bolanos,34,81,6,Saprissa,Costa Rica,E,Men
36,9,MF,Daniel Colindres,33,11,0,Saprissa,Costa Rica,E,Men
36,11,FW,Johan Venegas,29,47,10,Saprissa,Costa Rica,E,Men
36,8,DF,Bryan Oviedo,28,44,1,Sunderland,Costa Rica,E,Men
36,3,DF,Giancarlo Gonzalez,30,70,2,Bologna,Costa Rica,E,Men
36,10,MF,Bryan Ruiz (captain),32,110,24,Sporting CP,Costa Rica,E,Men
36,16,DF,Cristian Gamboa,28,68,3,Celtic,Costa Rica,E,Men
36,5,MF,Celso Borges,30,113,21,Deportivo La Coruna,Costa Rica,E,Men
36,6,DF,Oscar Duarte,29,39,2,Espanyol,Costa Rica,E,Men
36,12,FW,Joel Campbell,25,77,15,Real Betis,Costa Rica,E,Men
36,1,GK,Keylor Navas,31,81,0,Real Madrid,Costa Rica,E,Men
36,4,DF,Ian Smith,20,4,0,Norrkoping,Costa Rica,E,Men
36,17,MF,Yeltsin Tejeda,26,51,0,Lausanne,Costa Rica,E,Men
36,21,FW,Marco Urena,28,64,15,Los Angeles FC,Costa Rica,E,Men
36,15,DF,Francisco Calvo,25,38,4,Minnesota United,Costa Rica,E,Men
36,13,MF,Rodney Wallace,29,30,4,New York City FC,Costa Rica,E,Men
36,20,MF,David Guzman,28,43,0,Portland Timbers,Costa Rica,E,Men
37,5,DF,Uros Spajic,25,5,0,Anderlecht,Serbia,E,Men
37,4,MF,Luka Milivojevic,27,28,1,Crystal Palace,Serbia,E,Men
37,9,FW,Aleksandar Mitrovic,23,37,16,Fulham,Serbia,E,Men
37,21,MF,Nemanja Matic,29,40,2,Manchester United,Serbia,E,Men
37,10,MF,Dusan Tadic,29,53,13,Southampton,Serbia,E,Men
37,19,FW,Luka Jovic,20,1,0,Eintracht Frankfurt,Serbia,E,Men
37,17,MF,Filip Kostic,25,23,2,Hamburger SV,Serbia,E,Men
37,13,DF,Milos Veljkovic,22,2,0,Werder Bremen,Serbia,E,Men
37,8,FW,Aleksandar Prijovic,28,9,1,PAOK,Serbia,E,Men
37,12,GK,Predrag Rajkovic,22,8,0,Maccabi Tel Aviv,Serbia,E,Men
37,15,DF,Nikola Milenkovic,20,3,0,Fiorentina,Serbia,E,Men
37,20,MF,Sergej Milinkovic-Savic,23,4,0,Lazio,Serbia,E,Men
37,11,DF,Aleksandar Kolarov (captain),32,76,10,Roma,Serbia,E,Men
37,22,MF,Adem Ljajic,26,29,6,Torino,Serbia,E,Men
37,7,MF,Andrija Zivkovic,21,10,0,Benfica,Serbia,E,Men
37,6,DF,Branislav Ivanovic,34,103,13,Zenit Saint Petersburg,Serbia,E,Men
37,1,GK,Vladimir Stojkovic,34,81,0,Partizan,Serbia,E,Men
37,14,DF,Milan Rodic,27,1,0,Red Star Belgrade,Serbia,E,Men
37,18,FW,Nemanja Radonjic,22,3,0,Red Star Belgrade,Serbia,E,Men
37,23,GK,Marko Dmitrovic,26,2,0,Eibar,Serbia,E,Men
37,2,DF,Antonio Rukavina,34,47,0,Villarreal,Serbia,E,Men
37,3,DF,Dusko Tosic,33,24,1,Besiktas,Serbia,E,Men
37,16,MF,Marko Grujic,22,8,0,Cardiff City,Serbia,E,Men
38,18,FW,Mario Gavranovic,28,14,5,Dinamo Zagreb,Switzerland,E,Men
38,10,MF,Granit Xhaka,25,62,9,Arsenal,Switzerland,E,Men
38,23,MF,Xherdan Shaqiri,26,70,20,Stoke City,Switzerland,E,Men
38,3,DF,Francois Moubandje,27,18,0,Toulouse,Switzerland,E,Men
38,14,MF,Steven Zuber,26,12,3,1899 Hoffenheim,Switzerland,E,Men
38,5,DF,Manuel Akanji,22,7,0,Borussia Dortmund,Switzerland,E,Men
38,21,GK,Roman Burki,27,9,0,Borussia Dortmund,Switzerland,E,Men
38,1,GK,Yann Sommer,29,35,0,Borussia Monchengladbach,Switzerland,E,Men
38,4,DF,Nico Elvedi,21,6,0,Borussia Monchengladbach,Switzerland,E,Men
38,17,MF,Denis Zakaria,21,10,0,Borussia Monchengladbach,Switzerland,E,Men
38,19,FW,Josip Drmic,25,29,9,Borussia Monchengladbach,Switzerland,E,Men
38,16,MF,Gelson Fernandes,31,67,2,Eintracht Frankfurt,Switzerland,E,Men
38,12,GK,Yvon Mvogo,24,0,0,RB Leipzig,Switzerland,E,Men
38,7,FW,Breel Embolo,21,25,3,Schalke 04,Switzerland,E,Men
38,8,MF,Remo Freuler,26,10,0,Atalanta,Switzerland,E,Men
38,15,MF,Blerim Dzemaili,32,65,9,Bologna,Switzerland,E,Men
38,2,DF,Stephan Lichtsteiner (captain),34,100,8,Juventus,Switzerland,E,Men
38,13,DF,Ricardo Rodriguez,25,53,5,Milan,Switzerland,E,Men
38,11,MF,Valon Behrami,33,79,2,Udinese,Switzerland,E,Men
38,9,FW,Haris Seferovic,26,51,12,Benfica,Switzerland,E,Men
38,22,DF,Fabian Schar,26,39,7,Deportivo La Coruna,Switzerland,E,Men
38,6,DF,Michael Lang,27,24,2,Basel,Switzerland,E,Men
38,20,DF,Johan Djourou,31,74,2,Alanyaspor,Switzerland,E,Men
39,13,GK,Guillermo Ochoa,32,94,0,Standard Liege,Mexico,F,Men
39,14,FW,Javier Hernandez,30,102,49,West Ham United,Mexico,F,Men
39,3,DF,Carlos Salcedo,24,21,0,Eintracht Frankfurt,Mexico,F,Men
39,8,FW,Marco Fabian,28,39,9,Eintracht Frankfurt,Mexico,F,Men
39,19,FW,Oribe Peralta,34,67,26,America,Mexico,F,Men
39,21,DF,Edson Alvarez,20,13,1,America,Mexico,F,Men
39,4,DF,Rafael Marquez (captain),39,145,18,Atlas,Mexico,F,Men
39,1,GK,Jose de Jesus Corona,37,52,0,Cruz Azul,Mexico,F,Men
39,5,MF,Erick Gutierrez,22,9,0,Pachuca,Mexico,F,Men
39,12,GK,Alfredo Talavera,35,27,0,Toluca,Mexico,F,Men
39,2,DF,Hugo Ayala,31,43,1,UANL,Mexico,F,Men
39,20,MF,Javier Aquino,28,53,0,UANL,Mexico,F,Men
39,23,MF,Jesus Gallardo,23,23,0,UNAM,Mexico,F,Men
39,22,FW,Hirving Lozano,22,28,7,PSV,Mexico,F,Men
39,9,FW,Raul Jimenez,27,63,13,Benfica,Mexico,F,Men
39,16,DF,Hector Herrera,28,66,5,Porto,Mexico,F,Men
39,17,MF,Jesus Manuel Corona,25,36,7,Porto,Mexico,F,Men
39,18,MF,Andres Guardado,31,145,25,Real Betis,Mexico,F,Men
39,15,DF,Hector Moreno,30,92,3,Real Sociedad,Mexico,F,Men
39,7,MF,Miguel Layun,29,64,6,Sevilla,Mexico,F,Men
39,6,MF,Jonathan dos Santos,28,32,0,LA Galaxy,Mexico,F,Men
39,10,MF,Giovani dos Santos,29,105,19,LA Galaxy,Mexico,F,Men
39,11,FW,Carlos Vela,29,68,18,Los Angeles FC,Mexico,F,Men
40,23,DF,Leander Dendoncker,23,5,0,Anderlecht,Belgium,G,Men
40,11,MF,Yannick Carrasco,24,26,5,Dalian Yifang,Belgium,G,Men
40,6,MF,Axel Witsel,29,90,9,Tianjin Quanjian,Belgium,G,Men
40,1,GK,Thibaut Courtois,26,58,0,Chelsea,Belgium,G,Men
40,10,FW,Eden Hazard (captain),27,86,22,Chelsea,Belgium,G,Men
40,12,GK,Simon Mignolet,30,21,0,Liverpool,Belgium,G,Men
40,4,DF,Vincent Kompany,32,77,4,Manchester City,Belgium,G,Men
40,7,MF,Kevin De Bruyne,26,62,14,Manchester City,Belgium,G,Men
40,8,MF,Marouane Fellaini,30,82,17,Manchester United,Belgium,G,Men
40,9,FW,Romelu Lukaku,25,69,36,Manchester United,Belgium,G,Men
40,2,DF,Toby Alderweireld,29,77,3,Tottenham Hotspur,Belgium,G,Men
40,5,DF,Jan Vertonghen,31,102,8,Tottenham Hotspur,Belgium,G,Men
40,19,MF,Mousa Dembele,30,76,5,Tottenham Hotspur,Belgium,G,Men
40,22,MF,Nacer Chadli,28,45,5,West Bromwich Albion,Belgium,G,Men
40,17,MF,Youri Tielemans,21,9,0,Monaco,Belgium,G,Men
40,15,DF,Thomas Meunier,26,25,5,Paris Saint-Germain,Belgium,G,Men
40,21,FW,Michy Batshuayi,24,16,7,Borussia Dortmund,Belgium,G,Men
40,16,MF,Thorgan Hazard,25,11,1,Borussia Monchengladbach,Belgium,G,Men
40,13,GK,Koen Casteels,25,0,0,VfL Wolfsburg,Belgium,G,Men
40,14,FW,Dries Mertens,31,69,14,Napoli,Belgium,G,Men
40,20,DF,Dedryck Boyata,27,7,0,Celtic,Belgium,G,Men
40,3,DF,Thomas Vermaelen,32,66,1,Barcelona,Belgium,G,Men
40,18,FW,Adnan Januzaj,23,8,0,Real Sociedad,Belgium,G,Men
41,19,MF,Ricardo Avila,21,5,0,Gent,Panama,G,Men
41,21,MF,Jose Luis Rodriguez,19,2,0,Gent,Panama,G,Men
41,9,FW,Gabriel Torres,29,72,14,Huachipato,Panama,G,Men
41,11,MF,Armando Cooper,30,98,7,Universidad de Chile,Panama,G,Men
41,6,MF,Gabriel Gomez,34,144,12,Atletico Bucaramanga,Panama,G,Men
41,16,FW,Abdiel Arroyo,24,33,5,Alajuelense,Panama,G,Men
41,7,FW,Blas Perez,37,118,43,Municipal,Panama,G,Men
41,23,DF,Felipe Baloy (captain),37,102,3,Municipal,Panama,G,Men
41,17,DF,Luis Ovalle,29,25,0,CD Olimpia,Panama,G,Men
41,8,MF,Edgar Barcenas,24,29,0,Tapachula,Panama,G,Men
41,12,GK,Jose Calderon,32,31,0,Chorrillo,Panama,G,Men
41,14,MF,Valentin Pimentel,27,23,1,Plaza Amador,Panama,G,Men
41,22,GK,Alex Rodriguez,27,6,0,San Francisco,Panama,G,Men
41,18,FW,Luis Tejada,36,105,43,Sport Boys,Panama,G,Men
41,1,GK,Jaime Penedo,36,131,0,Dinamo Bucuresti,Panama,G,Men
41,15,DF,Erick Davis,27,38,0,Dunajska Streda,Panama,G,Men
41,10,FW,Ismael Diaz,21,11,2,Deportivo Fabril,Panama,G,Men
41,13,DF,Adolfo Machado,33,76,1,Houston Dynamo,Panama,G,Men
41,2,DF,Michael Amir Murillo,22,22,2,New York Red Bulls,Panama,G,Men
41,4,DF,Fidel Escobar,23,23,1,New York Red Bulls,Panama,G,Men
41,3,DF,Harold Cummings,26,52,0,San Jose Earthquakes,Panama,G,Men
41,20,MF,Anibal Godoy,28,88,1,San Jose Earthquakes,Panama,G,Men
41,5,DF,Roman Torres,32,111,10,Seattle Sounders FC,Panama,G,Men
42,11,DF,Dylan Bronn,22,5,0,Gent,Tunisia,G,Men
42,12,DF,Ali Maaloul,28,46,0,Al Ahly,Tunisia,G,Men
42,21,DF,Hamdi Nagguez,25,15,0,Zamalek,Tunisia,G,Men
42,3,DF,Yohan Benalouane,31,4,0,Leicester City,Tunisia,G,Men
42,22,GK,Mouez Hassen,23,3,0,Chateauroux,Tunisia,G,Men
42,5,DF,Oussama Haddadi,26,9,0,Dijon,Tunisia,G,Men
42,23,FW,Naim Sliti,25,17,3,Dijon,Tunisia,G,Men
42,17,MF,Ellyes Skhiri,23,5,0,Montpellier,Tunisia,G,Men
42,18,FW,Bassem Srarfi,20,5,0,Nice,Tunisia,G,Men
42,10,FW,Wahbi Khazri,27,35,12,Rennes,Tunisia,G,Men
42,7,FW,Saif-Eddine Khaoui,23,5,0,Troyes,Tunisia,G,Men
42,14,MF,Mohamed Amine Ben Amor,26,26,1,Al Ahli,Tunisia,G,Men
42,16,GK,Aymen Mathlouthi (captain),33,70,0,Al Batin,Tunisia,G,Men
42,13,MF,Ferjani Sassi,26,39,3,Al Nassr,Tunisia,G,Men
42,1,GK,Farouk Ben Mustapha,28,15,0,Al Shabab,Tunisia,G,Men
42,8,FW,Fakhreddine Ben Youssef,26,39,5,Al-Ettifaq,Tunisia,G,Men
42,15,FW,Ahmed Khalil,23,3,0,Club Africain,Tunisia,G,Men
42,19,FW,Saber Khalifa,31,44,7,Club Africain,Tunisia,G,Men
42,4,DF,Yassine Meriah,24,16,1,CS Sfaxien,Tunisia,G,Men
42,9,MF,Anice Badri,27,7,2,Esperance de Tunis,Tunisia,G,Men
42,20,FW,Ghailene Chaalali,24,6,1,Esperance de Tunis,Tunisia,G,Men
42,6,DF,Rami Bedoui,28,8,0,Etoile du Sahel,Tunisia,G,Men
42,2,DF,Syam Ben Youssef,29,42,1,Kasimpasa,Tunisia,G,Men
43,5,MF,Wilmar Barrios,24,10,0,Boca Juniors,Colombia,H,Men
43,20,MF,Juan Fernando Quintero,25,15,2,River Plate,Colombia,H,Men
43,19,FW,Miguel Borja,25,7,2,Palmeiras,Colombia,H,Men
43,8,MF,Abel Aguilar,33,70,7,Deportivo Cali,Colombia,H,Men
43,12,GK,Camilo Vargas,29,5,0,Deportivo Cali,Colombia,H,Men
43,22,GK,Jose Fernando Cuadrado,33,1,0,Once Caldas,Colombia,H,Men
43,1,GK,David Ospina,29,86,0,Arsenal,Colombia,H,Men
43,21,FW,Jose Izquierdo,25,5,1,Brighton & Hove Albion,Colombia,H,Men
43,23,DF,Davinson Sanchez,22,9,0,Tottenham Hotspur,Colombia,H,Men
43,9,FW,Radamel Falcao (captain),32,73,29,Monaco,Colombia,H,Men
43,10,MF,James Rodriguez,26,63,21,Bayern Munich,Colombia,H,Men
43,11,MF,Juan Cuadrado,30,70,7,Juventus,Colombia,H,Men
43,2,DF,Cristian Zapata,31,55,2,Milan,Colombia,H,Men
43,15,MF,Mateus Uribe,27,8,0,America,Colombia,H,Men
43,3,DF,Oscar Murillo,30,13,0,Pachuca,Colombia,H,Men
43,4,DF,Santiago Arias,26,41,0,PSV,Colombia,H,Men
43,18,DF,Farid Diaz,34,13,0,Olimpia,Colombia,H,Men
43,13,DF,Yerry Mina,23,12,3,Barcelona,Colombia,H,Men
43,6,MF,Carlos Sanchez,32,85,0,Espanyol,Colombia,H,Men
43,17,DF,Johan Mojica,25,4,1,Girona,Colombia,H,Men
43,16,MF,Jefferson Lerma,23,5,0,Levante,Colombia,H,Men
43,14,FW,Luis Muriel,27,18,2,Sevilla,Colombia,H,Men
43,7,FW,Carlos Bacca,31,45,14,Villarreal,Colombia,H,Men
44,14,FW,Lukasz Teodorczyk,27,17,4,Anderlecht,Poland,H,Men
44,6,MF,Jacek Goralski,25,5,0,Ludogorets Razgrad,Poland,H,Men
44,11,MF,Kamil Grosicki,30,57,12,Hull City,Poland,H,Men
44,12,GK,Bartosz Bialkowski,30,1,0,Ipswich Town,Poland,H,Men
44,5,DF,Jan Bednarek,22,3,0,Southampton,Poland,H,Men
44,10,MF,Grzegorz Krychowiak,28,51,2,West Bromwich Albion,Poland,H,Men
44,15,DF,Kamil Glik,30,57,4,Monaco,Poland,H,Men
44,9,FW,Robert Lewandowski (captain),29,95,55,Bayern Munich,Poland,H,Men
44,20,DF,Lukasz Piszczek,33,63,3,Borussia Dortmund,Poland,H,Men
44,16,MF,Jakub Blaszczykowski,32,99,20,VfL Wolfsburg,Poland,H,Men
44,1,GK,Wojciech Szczesny,28,35,0,Juventus,Poland,H,Men
44,7,FW,Arkadiusz Milik,24,40,12,Napoli,Poland,H,Men
44,19,MF,Piotr Zielinski,24,33,5,Napoli,Poland,H,Men
44,8,MF,Karol Linetty,23,20,1,Sampdoria,Poland,H,Men
44,18,DF,Bartosz Bereszynski,25,8,0,Sampdoria,Poland,H,Men
44,23,FW,Dawid Kownacki,21,2,1,Sampdoria,Poland,H,Men
44,4,DF,Thiago Cionek,32,19,0,SPAL,Poland,H,Men
44,21,MF,Rafal Kurzawa,25,3,0,Gornik Zabrze,Poland,H,Men
44,17,MF,Slawomir Peszko,33,43,2,Lechia Gdansk,Poland,H,Men
44,2,DF,Michal Pazdan,30,33,0,Legia Warsaw,Poland,H,Men
44,3,DF,Artur Jedrzejczyk,30,36,3,Legia Warsaw,Poland,H,Men
44,13,MF,Maciej Rybus,28,51,2,Lokomotiv Moscow,Poland,H,Men
44,22,GK,Lukasz Fabianski,33,45,0,Swansea City,Poland,H,Men
45,4,DF,Kara Mbodji,28,52,5,Anderlecht,Senegal,H,Men
45,22,DF,Moussa Wague,19,10,0,Eupen,Senegal,H,Men
45,11,MF,Cheikh N'Doye,32,26,3,Birmingham City,Senegal,H,Men
45,5,MF,Idrissa Gueye,28,61,1,Everton,Senegal,H,Men
45,10,FW,Sadio Mane,26,53,14,Liverpool,Senegal,H,Men
45,9,FW,Mame Biram Diouf,30,49,10,Stoke City,Senegal,H,Men
45,17,MF,Badou Ndiaye,27,20,1,Stoke City,Senegal,H,Men
45,8,MF,Cheikhou Kouyate (captain),28,48,2,West Ham United,Senegal,H,Men
45,13,MF,Alfred N'Diaye,28,21,0,Wolverhampton Wanderers,Senegal,H,Men
45,14,FW,Moussa Konate,25,28,10,Amiens,Senegal,H,Men
45,12,DF,Youssouf Sabaly,25,5,0,Bordeaux,Senegal,H,Men
45,2,DF,Adama Mbengue,24,6,0,Caen,Senegal,H,Men
45,20,FW,Keita Balde,23,19,3,Monaco,Senegal,H,Men
45,1,GK,Abdoulaye Diallo,26,17,0,Rennes,Senegal,H,Men
45,15,FW,Diafra Sakho,28,12,3,Rennes,Senegal,H,Men
45,18,FW,Ismaila Sarr,20,16,3,Rennes,Senegal,H,Men
45,6,MF,Salif Sane,27,22,0,Hannover 96,Senegal,H,Men
45,16,GK,Khadim N'Diaye,33,26,0,Horoya,Senegal,H,Men
45,3,DF,Kalidou Koulibaly,26,26,0,Napoli,Senegal,H,Men
45,23,GK,Alfred Gomis,24,1,0,SPAL,Senegal,H,Men
45,19,FW,M'Baye Niang,23,7,0,Torino,Senegal,H,Men
45,21,DF,Lamine Gassama,28,36,0,Alanyaspor,Senegal,H,Men
45,7,FW,Moussa Sow,32,51,18,Bursaspor,Senegal,H,Men